Round,Accuracy
0,0.1
1,0.7778
2,0.8432
3,0.8619
4,0.8719
5,0.877
6,0.8805
7,0.8841
8,0.888
9,0.8883
10,0.8897
11,0.8903
12,0.8889
13,0.8906
14,0.89
15,0.8902
16,0.892
17,0.8932
18,0.893
19,0.8929
20,0.8917
21,0.8936
22,0.8917
23,0.8931
24,0.8922
25,0.8926
26,0.8928
27,0.8935
28,0.8938
29,0.8929
30,0.8929
31,0.894
32,0.8937
33,0.8938
34,0.895
35,0.8951
36,0.8937
37,0.8934
38,0.8942
39,0.8942
40,0.8943
41,0.8935
42,0.8939
43,0.8942
44,0.8955
45,0.8945
46,0.8947
47,0.8963
48,0.8927
49,0.8942
50,0.8933
