Round,Accuracy
0,0.1002
1,0.414
2,0.4735
3,0.4898
4,0.4986
5,0.4999
6,0.5031
7,0.5108
8,0.5098
9,0.5076
10,0.5078
11,0.5134
12,0.5167
13,0.5217
14,0.5239
15,0.5203
16,0.523
17,0.523
18,0.5215
19,0.5263
20,0.5287
21,0.5268
22,0.5237
23,0.5231
24,0.5219
25,0.5268
26,0.5298
27,0.5223
28,0.5294
29,0.5252
30,0.5254
31,0.5303
32,0.521
33,0.5232
34,0.5221
35,0.5224
36,0.5273
37,0.5267
38,0.5256
39,0.5265
40,0.5251
41,0.5266
42,0.5223
43,0.5236
44,0.5271
45,0.521
46,0.524
47,0.5209
48,0.5243
49,0.5215
50,0.5251
