Round,Accuracy
0,0.1079
1,0.4378
2,0.4818
3,0.4923
4,0.495
5,0.5093
6,0.5109
7,0.5169
8,0.5194
9,0.5186
10,0.5191
11,0.5178
12,0.513
13,0.5173
14,0.5201
15,0.521
16,0.5168
17,0.5184
18,0.5226
19,0.5198
20,0.5209
21,0.5222
22,0.5219
23,0.519
24,0.5145
25,0.5173
26,0.5148
27,0.5171
28,0.5161
29,0.5202
30,0.523
31,0.5203
32,0.5206
33,0.5191
34,0.5176
35,0.5207
36,0.5203
37,0.5123
38,0.5156
39,0.5229
40,0.5195
41,0.5182
42,0.5175
43,0.5216
44,0.517
45,0.5184
46,0.5224
47,0.5183
48,0.5187
49,0.517
50,0.516
