Round,Avg Accuracy,Std Accuracy
0,0.0953,0.0048
1,0.2545,0.0420
2,0.3152,0.0741
3,0.3067,0.0378
4,0.2428,0.0356
5,0.2657,0.0420
6,0.2373,0.0385
7,0.2456,0.0280
8,0.2387,0.0419
9,0.2278,0.0246
10,0.2323,0.0358
11,0.2098,0.0078
12,0.2333,0.0374
13,0.2118,0.0061
14,0.2356,0.0388
15,0.2085,0.0010
16,0.2295,0.0298
17,0.1955,0.0116
18,0.2018,0.0083
19,0.1854,0.0266
20,0.1707,0.0416
21,0.1761,0.0446
22,0.1965,0.0139
23,0.1793,0.0412
24,0.2063,0.0006
25,0.1766,0.0388
26,0.2234,0.0306
27,0.1741,0.0447
28,0.1983,0.0063
29,0.1946,0.0189
30,0.1743,0.0345
31,0.2001,0.0073
32,0.2027,0.0486
33,0.2026,0.0069
34,0.1938,0.0210
35,0.2068,0.0011
36,0.2022,0.0085
37,0.2037,0.0027
38,0.1981,0.0147
39,0.1872,0.0241
40,0.1950,0.0128
41,0.2032,0.0039
42,0.2042,0.0186
43,0.2059,0.0020
44,0.2072,0.0018
45,0.2060,0.0028
46,0.2155,0.0235
47,0.2040,0.0032
48,0.2210,0.0252
49,0.2041,0.0012
50,0.2181,0.0192
