Round,Avg Accuracy,Std Accuracy
0,0.0522,0.0657
1,0.4822,0.0000
2,0.4983,0.0046
3,0.5213,0.0055
4,0.5442,0.0060
5,0.5647,0.0065
6,0.5756,0.0045
7,0.5809,0.0026
8,0.5858,0.0034
9,0.5802,0.0126
10,0.5919,0.0062
11,0.5977,0.0025
12,0.5895,0.0042
13,0.5975,0.0046
14,0.5955,0.0043
15,0.5916,0.0051
16,0.5845,0.0063
17,0.5802,0.0061
18,0.5785,0.0150
19,0.5695,0.0269
20,0.5787,0.0044
21,0.5900,0.0087
22,0.5867,0.0030
23,0.5862,0.0038
24,0.5763,0.0184
25,0.5927,0.0053
26,0.5777,0.0023
27,0.5892,0.0051
28,0.5867,0.0070
29,0.5903,0.0039
30,0.5910,0.0092
31,0.5800,0.0071
32,0.5885,0.0019
33,0.5823,0.0056
34,0.5649,0.0361
35,0.5860,0.0033
36,0.5867,0.0043
37,0.5854,0.0065
38,0.5834,0.0054
39,0.5866,0.0065
40,0.5885,0.0050
41,0.5894,0.0052
42,0.5805,0.0117
43,0.5846,0.0027
44,0.5826,0.0089
45,0.5834,0.0016
46,0.5767,0.0079
47,0.5780,0.0117
48,0.5794,0.0058
49,0.5820,0.0010
50,0.5814,0.0055
