Round,Avg Accuracy,Std Accuracy
0,0.0207,0.0146
1,0.4822,0.0000
2,0.5090,0.0047
3,0.5333,0.0105
4,0.5577,0.0023
5,0.5733,0.0021
6,0.5799,0.0066
7,0.5870,0.0044
8,0.5879,0.0019
9,0.5913,0.0033
10,0.5903,0.0059
11,0.5944,0.0077
12,0.5895,0.0035
13,0.5948,0.0069
14,0.5848,0.0040
15,0.5855,0.0030
16,0.5865,0.0024
17,0.5862,0.0045
18,0.5646,0.0221
19,0.5771,0.0056
20,0.5821,0.0011
21,0.5817,0.0030
22,0.5722,0.0102
23,0.5733,0.0026
24,0.5732,0.0166
25,0.5537,0.0255
26,0.5757,0.0032
27,0.5757,0.0068
28,0.5775,0.0010
29,0.5703,0.0093
30,0.5596,0.0180
31,0.5682,0.0123
32,0.5748,0.0084
33,0.5743,0.0058
34,0.5781,0.0036
35,0.5736,0.0035
36,0.5706,0.0150
37,0.5748,0.0067
38,0.5659,0.0202
39,0.5712,0.0122
40,0.5796,0.0021
41,0.5775,0.0012
42,0.5775,0.0049
43,0.5766,0.0020
44,0.5796,0.0004
45,0.5738,0.0058
46,0.5765,0.0026
47,0.5731,0.0063
48,0.5809,0.0010
49,0.5693,0.0125
50,0.5773,0.0029
