Round,Avg Accuracy,Std Accuracy
0,0.0611,0.0865
1,0.4822,0.0000
2,0.5008,0.0013
3,0.5280,0.0051
4,0.5486,0.0018
5,0.5642,0.0026
6,0.5728,0.0030
7,0.5820,0.0020
8,0.5864,0.0020
9,0.5963,0.0009
10,0.5915,0.0033
11,0.5839,0.0200
12,0.6024,0.0047
13,0.5981,0.0040
14,0.5714,0.0309
15,0.5963,0.0088
16,0.5911,0.0046
17,0.5897,0.0045
18,0.5944,0.0020
19,0.5732,0.0059
20,0.5887,0.0071
21,0.5920,0.0091
22,0.5862,0.0067
23,0.5846,0.0089
24,0.5855,0.0079
25,0.5755,0.0124
26,0.5783,0.0204
27,0.5816,0.0023
28,0.5811,0.0103
29,0.5824,0.0079
30,0.5812,0.0034
31,0.5716,0.0120
32,0.5812,0.0013
33,0.5665,0.0053
34,0.5809,0.0058
35,0.5893,0.0041
36,0.5644,0.0164
37,0.5836,0.0013
38,0.5872,0.0040
39,0.5871,0.0046
40,0.5251,0.0764
41,0.5711,0.0174
42,0.5868,0.0019
43,0.5764,0.0095
44,0.5869,0.0023
45,0.5851,0.0026
46,0.5796,0.0071
47,0.5832,0.0050
48,0.5799,0.0096
49,0.5796,0.0033
50,0.5793,0.0020
