Round,Accuracy
0,0.4822
1,0.4849
2,0.5105
3,0.5396
4,0.5609
5,0.574
6,0.5865
7,0.586
8,0.5843
9,0.594
10,0.5918
11,0.6006
12,0.6037
13,0.5998
14,0.5946
15,0.6004
16,0.603
17,0.6037
18,0.6028
19,0.6028
20,0.6041
21,0.6002
22,0.6037
23,0.6004
24,0.6022
25,0.5957
26,0.6013
27,0.5972
28,0.6034
29,0.6
30,0.5951
31,0.5991
32,0.5927
33,0.5983
34,0.5998
35,0.6039
36,0.6017
37,0.5991
38,0.6013
39,0.6022
40,0.6039
41,0.592
42,0.5976
43,0.5981
44,0.5978
45,0.5946
46,0.5983
47,0.5983
48,0.5978
49,0.5944
50,0.5929
