Round,Accuracy
0,0.1143
1,0.4636
2,0.6182
3,0.7281
4,0.7904
5,0.824
6,0.839
7,0.85
8,0.8533
9,0.8594
10,0.8588
11,0.8628
12,0.8656
13,0.8649
14,0.866
15,0.8699
16,0.866
17,0.8718
18,0.8701
19,0.8693
20,0.8701
21,0.8704
22,0.8709
23,0.8713
24,0.8719
25,0.8691
26,0.8692
27,0.8726
28,0.8709
29,0.8745
30,0.8712
31,0.8726
32,0.8724
33,0.8747
34,0.8748
35,0.8757
36,0.872
37,0.8741
38,0.8743
39,0.8743
40,0.8754
41,0.8734
42,0.8736
43,0.8764
44,0.8722
45,0.8762
46,0.873
47,0.8741
48,0.8716
49,0.872
50,0.873
