Round,Accuracy
0,0.0906
1,0.4694
2,0.5513
3,0.5895
4,0.6116
5,0.6256
6,0.6379
7,0.6473
8,0.6558
9,0.6638
10,0.6688
11,0.677
12,0.6822
13,0.6831
14,0.6872
15,0.6898
16,0.6907
17,0.6936
18,0.6937
19,0.6959
20,0.6915
21,0.7002
22,0.6985
23,0.702
24,0.7005
25,0.7034
26,0.7052
27,0.708
28,0.7054
29,0.7038
30,0.705
31,0.7086
32,0.7067
33,0.7086
34,0.71
35,0.711
36,0.7117
37,0.7104
38,0.7132
39,0.715
40,0.7136
41,0.7121
42,0.7129
43,0.7115
44,0.7166
45,0.7162
46,0.7139
47,0.715
48,0.7095
49,0.7156
50,0.718
