Round,Avg Accuracy,Std Accuracy
0,0.0946,0.0083
1,0.1818,0.0250
2,0.3070,0.0234
3,0.3068,0.0284
4,0.3342,0.0143
5,0.3262,0.0113
6,0.3331,0.0064
7,0.3198,0.0105
8,0.3144,0.0069
9,0.3019,0.0038
10,0.3029,0.0049
11,0.2882,0.0139
12,0.2897,0.0060
13,0.2819,0.0059
14,0.2837,0.0111
15,0.2908,0.0198
16,0.2909,0.0207
17,0.2795,0.0233
18,0.2674,0.0277
19,0.2711,0.0270
20,0.2607,0.0278
21,0.2505,0.0087
22,0.2637,0.0156
23,0.2456,0.0004
24,0.2611,0.0130
25,0.2662,0.0042
26,0.2653,0.0072
27,0.2713,0.0157
28,0.2550,0.0174
29,0.2544,0.0148
30,0.2440,0.0153
31,0.2413,0.0156
32,0.2464,0.0109
33,0.2471,0.0139
34,0.2493,0.0153
35,0.2454,0.0178
36,0.2563,0.0024
37,0.2621,0.0132
38,0.2566,0.0094
39,0.2708,0.0112
40,0.2736,0.0116
41,0.2719,0.0103
42,0.2767,0.0057
43,0.2730,0.0115
44,0.2638,0.0036
45,0.2652,0.0092
46,0.2541,0.0176
47,0.2530,0.0107
48,0.2548,0.0142
49,0.2565,0.0177
50,0.2574,0.0165
