Round,Avg Accuracy,Std Accuracy
0,0.0968,0.0044
1,0.1112,0.0156
2,0.1309,0.0095
3,0.3113,0.0154
4,0.3445,0.0502
5,0.3953,0.0366
6,0.4458,0.0156
7,0.4832,0.0126
8,0.4876,0.0187
9,0.5158,0.0114
10,0.5201,0.0053
11,0.5347,0.0049
12,0.5282,0.0290
13,0.5610,0.0093
14,0.5461,0.0178
15,0.5607,0.0162
16,0.5646,0.0101
17,0.5817,0.0094
18,0.5826,0.0056
19,0.5894,0.0042
20,0.5774,0.0207
21,0.5874,0.0071
22,0.5927,0.0016
23,0.5959,0.0070
24,0.6030,0.0016
25,0.6104,0.0028
26,0.5981,0.0282
27,0.5980,0.0176
28,0.6071,0.0069
29,0.6142,0.0066
30,0.6171,0.0022
31,0.6091,0.0185
32,0.6192,0.0096
33,0.6204,0.0131
34,0.6236,0.0097
35,0.6232,0.0072
36,0.6317,0.0062
37,0.6307,0.0129
38,0.6387,0.0113
39,0.6368,0.0118
40,0.6384,0.0114
41,0.6368,0.0130
42,0.6435,0.0143
43,0.6380,0.0182
44,0.6419,0.0109
45,0.6370,0.0106
46,0.6367,0.0131
47,0.6388,0.0103
48,0.6470,0.0097
49,0.6465,0.0143
50,0.6469,0.0082
