Round,Accuracy
0,0.1
1,0.1738
2,0.3884
3,0.5154
4,0.6172
5,0.6827
6,0.7308
7,0.7812
8,0.8221
9,0.8469
10,0.8543
11,0.8588
12,0.8542
13,0.8489
14,0.8444
15,0.8475
16,0.854
17,0.8637
18,0.8665
19,0.87
20,0.873
21,0.875
22,0.8799
23,0.8822
24,0.8821
25,0.8834
26,0.8836
27,0.8841
28,0.8845
29,0.8835
30,0.8847
31,0.8858
32,0.8866
33,0.8871
34,0.8882
35,0.8889
36,0.8901
37,0.8898
38,0.8912
39,0.8909
40,0.8903
41,0.89
42,0.8888
43,0.8893
44,0.8894
45,0.8888
46,0.8895
47,0.8901
48,0.8901
49,0.8894
50,0.89
