Round,Accuracy
0,0.1
1,0.1029
2,0.4041
3,0.5426
4,0.6359
5,0.6945
6,0.7436
7,0.7846
8,0.8117
9,0.8299
10,0.8434
11,0.8486
12,0.8536
13,0.8553
14,0.8536
15,0.8549
16,0.8587
17,0.8609
18,0.8626
19,0.8688
20,0.8721
21,0.8741
22,0.8777
23,0.8808
24,0.8855
25,0.8861
26,0.8871
27,0.8891
28,0.8869
29,0.8857
30,0.8863
31,0.8877
32,0.8872
33,0.887
34,0.8862
35,0.8862
36,0.8857
37,0.8861
38,0.8859
39,0.886
40,0.8881
41,0.8888
42,0.8879
43,0.8888
44,0.8887
45,0.8879
46,0.8885
47,0.8876
48,0.8873
49,0.8865
50,0.8888
