Round,Accuracy
0,0.0985
1,0.9807
2,0.9833
3,0.9835
4,0.9838
5,0.9841
6,0.984
7,0.9842
8,0.9846
9,0.9853
10,0.9842
11,0.9843
12,0.9851
13,0.9847
14,0.9848
15,0.9852
16,0.9847
17,0.9852
18,0.9848
19,0.9847
20,0.985
21,0.9851
22,0.9852
23,0.9854
24,0.9856
25,0.9855
26,0.9855
27,0.9854
28,0.9853
29,0.9852
30,0.9852
31,0.985
32,0.985
33,0.9857
34,0.9851
35,0.9855
36,0.9855
37,0.9858
38,0.9858
39,0.9855
40,0.9853
41,0.9853
42,0.9855
43,0.9854
44,0.9858
45,0.9859
46,0.9852
47,0.9856
48,0.9857
49,0.9857
50,0.9862
