Round,Accuracy
0,0.0759
1,0.1959
2,0.1594
3,0.1107
4,0.1594
5,0.1959
6,0.1107
7,0.1959
8,0.0759
9,0.1594
10,0.1959
11,0.1594
12,0.1959
13,0.1594
14,0.1959
15,0.0969
16,0.1594
17,0.1959
18,0.1594
19,0.1959
20,0.1107
21,0.1594
22,0.0969
23,0.1594
24,0.1107
25,0.1959
26,0.1594
27,0.1594
28,0.1959
29,0.1107
30,0.1959
31,0.1107
32,0.1959
33,0.0969
34,0.1594
35,0.1594
36,0.1959
37,0.0969
38,0.1959
39,0.1594
40,0.1107
41,0.1959
42,0.1594
43,0.1959
44,0.1594
45,0.1959
46,0.0969
47,0.1594
48,0.1107
49,0.1594
50,0.1107
