Round,Avg Accuracy,Std Accuracy
0,0.7649,0.0000
1,0.8107,0.0288
2,0.8049,0.0502
3,0.8154,0.0253
4,0.8232,0.0321
5,0.8374,0.0136
6,0.8489,0.0045
7,0.8568,0.0009
8,0.8529,0.0030
9,0.8521,0.0026
10,0.8525,0.0023
11,0.8515,0.0029
12,0.8534,0.0033
13,0.8522,0.0036
14,0.8526,0.0019
15,0.8505,0.0031
16,0.8490,0.0029
17,0.8491,0.0017
18,0.8492,0.0018
19,0.8472,0.0033
20,0.8459,0.0045
21,0.8477,0.0051
22,0.8477,0.0056
23,0.8466,0.0048
24,0.8435,0.0041
25,0.8427,0.0039
26,0.8417,0.0027
27,0.8407,0.0052
28,0.8395,0.0068
29,0.8404,0.0056
30,0.8425,0.0030
31,0.8431,0.0014
32,0.8407,0.0003
33,0.8419,0.0007
34,0.8406,0.0010
35,0.8394,0.0039
36,0.8371,0.0059
37,0.8368,0.0046
38,0.8372,0.0048
39,0.8371,0.0040
40,0.8382,0.0054
41,0.8376,0.0060
42,0.8397,0.0030
43,0.8393,0.0027
44,0.8374,0.0042
45,0.8358,0.0051
46,0.8337,0.0056
47,0.8369,0.0057
48,0.8360,0.0052
49,0.8374,0.0041
50,0.8350,0.0083
