Round,Accuracy
0,0.0831
1,0.193
2,0.1933
3,0.2406
4,0.1937
5,0.1953
6,0.1958
7,0.2295
8,0.2144
9,0.2155
10,0.2133
11,0.2097
12,0.196
13,0.199
14,0.1927
15,0.1917
16,0.1861
17,0.1922
18,0.1943
19,0.1994
20,0.2027
21,0.1994
22,0.1965
23,0.1942
24,0.197
25,0.1924
26,0.2164
27,0.2167
28,0.2168
29,0.2288
30,0.2128
31,0.1937
32,0.1974
33,0.1986
34,0.2169
35,0.2035
36,0.2511
37,0.2462
38,0.2728
39,0.2539
40,0.2016
41,0.2194
42,0.2031
43,0.1979
44,0.201
45,0.2172
46,0.1925
47,0.2208
48,0.1934
49,0.1987
50,0.2041
