Round,Accuracy
0,0.2351
1,0.6427
2,0.7969
3,0.852
4,0.8124
5,0.8118
6,0.8291
7,0.8434
8,0.8283
9,0.8006
10,0.7949
11,0.8161
12,0.8211
13,0.8208
14,0.8225
15,0.8201
16,0.8171
17,0.8233
18,0.8259
19,0.8277
20,0.8296
21,0.8325
22,0.8337
23,0.831
24,0.8234
25,0.8179
26,0.8161
27,0.8196
28,0.8267
29,0.8276
30,0.8291
31,0.8297
32,0.8314
33,0.8305
34,0.8285
35,0.8207
36,0.8159
37,0.8145
38,0.8128
39,0.8124
40,0.8131
41,0.8153
42,0.815
43,0.815
44,0.8201
45,0.8219
46,0.821
47,0.8199
48,0.819
49,0.8191
50,0.8299
