Round,Avg Accuracy,Std Accuracy
0,0.1006,0.0000
1,0.0860,0.0000
2,0.2610,0.0000
3,0.4533,0.0000
4,0.4997,0.0000
5,0.5257,0.0000
6,0.5706,0.0000
7,0.6492,0.0000
8,0.7322,0.0000
9,0.7759,0.0000
10,0.7969,0.0000
11,0.8100,0.0000
12,0.8212,0.0000
13,0.8264,0.0000
14,0.8290,0.0000
15,0.8299,0.0000
16,0.8263,0.0000
17,0.8252,0.0000
18,0.8242,0.0000
19,0.8259,0.0000
20,0.8282,0.0000
21,0.8290,0.0000
22,0.8312,0.0000
23,0.8357,0.0000
24,0.8382,0.0000
25,0.8402,0.0000
26,0.8448,0.0000
27,0.8475,0.0000
28,0.8491,0.0000
29,0.8491,0.0000
30,0.8476,0.0000
31,0.8484,0.0000
32,0.8494,0.0000
33,0.8508,0.0000
34,0.8527,0.0000
35,0.8549,0.0000
36,0.8572,0.0000
37,0.8569,0.0000
38,0.8570,0.0000
39,0.8550,0.0000
40,0.8553,0.0000
41,0.8549,0.0000
42,0.8555,0.0000
43,0.8568,0.0000
44,0.8573,0.0000
45,0.8577,0.0000
46,0.8608,0.0000
47,0.8626,0.0000
48,0.8636,0.0000
49,0.8626,0.0000
50,0.8624,0.0000
