Round,Avg Accuracy,Std Accuracy
0,0.0998,0.0003
1,0.2622,0.0729
2,0.4949,0.0544
3,0.6449,0.0102
4,0.7346,0.0245
5,0.7780,0.0120
6,0.8241,0.0088
7,0.8349,0.0080
8,0.8462,0.0036
9,0.8522,0.0031
10,0.8594,0.0044
11,0.8589,0.0010
12,0.8649,0.0019
13,0.8627,0.0014
14,0.8661,0.0021
15,0.8654,0.0008
16,0.8708,0.0050
17,0.8654,0.0037
18,0.8695,0.0041
19,0.8668,0.0020
20,0.8684,0.0011
21,0.8656,0.0034
22,0.8684,0.0043
23,0.8658,0.0051
24,0.8692,0.0029
25,0.8657,0.0038
26,0.8681,0.0049
27,0.8649,0.0044
28,0.8684,0.0019
29,0.8672,0.0034
30,0.8702,0.0035
31,0.8696,0.0028
32,0.8700,0.0034
33,0.8662,0.0026
34,0.8697,0.0020
35,0.8675,0.0037
36,0.8694,0.0027
37,0.8667,0.0059
38,0.8678,0.0029
39,0.8669,0.0046
40,0.8695,0.0039
41,0.8677,0.0065
42,0.8705,0.0045
43,0.8692,0.0055
44,0.8693,0.0022
45,0.8682,0.0049
46,0.8703,0.0040
47,0.8702,0.0055
48,0.8706,0.0047
49,0.8705,0.0065
50,0.8715,0.0038
