Round,Accuracy
0,0.1024
1,0.1639
2,0.4725
3,0.4905
4,0.4914
5,0.4955
6,0.4961
7,0.5019
8,0.508
9,0.5123
10,0.5082
11,0.4996
12,0.4961
13,0.497
14,0.5086
15,0.5187
16,0.5189
17,0.5217
18,0.5187
19,0.5187
20,0.5196
21,0.5191
22,0.5185
23,0.5189
24,0.5181
25,0.5172
26,0.5187
27,0.5204
28,0.5211
29,0.5196
30,0.5176
31,0.5189
32,0.5222
33,0.526
34,0.5303
35,0.5265
36,0.5211
37,0.5196
38,0.5215
39,0.5178
40,0.5185
41,0.5181
42,0.5191
43,0.5196
44,0.5226
45,0.5226
46,0.5249
47,0.5249
48,0.5237
49,0.5226
50,0.5211
