Round,Accuracy
0,0.1009
1,0.3015
2,0.2148
3,0.2256
4,0.2354
5,0.2512
6,0.2971
7,0.34
8,0.3726
9,0.3937
10,0.4228
11,0.4389
12,0.429
13,0.4278
14,0.436
15,0.4576
16,0.4746
17,0.4848
18,0.4756
19,0.4652
20,0.4646
21,0.4664
22,0.4635
23,0.4665
24,0.4766
25,0.4847
26,0.4859
27,0.4821
28,0.4857
29,0.488
30,0.4871
31,0.4915
32,0.5012
33,0.5001
34,0.4918
35,0.4927
36,0.4937
37,0.4994
38,0.5059
39,0.5106
40,0.5078
41,0.5082
42,0.5077
43,0.511
44,0.5189
45,0.5185
46,0.5205
47,0.5113
48,0.512
49,0.5147
50,0.515
