Round,Accuracy
0,0.0613
1,0.199
2,0.5215
3,0.7421
4,0.8046
5,0.8331
6,0.8468
7,0.8567
8,0.8632
9,0.8654
10,0.8694
11,0.8733
12,0.8746
13,0.8772
14,0.8786
15,0.877
16,0.879
17,0.8818
18,0.8828
19,0.8829
20,0.8838
21,0.8849
22,0.8852
23,0.886
24,0.8859
25,0.8856
26,0.886
27,0.887
28,0.8871
29,0.8871
30,0.8878
31,0.8877
32,0.8873
33,0.8875
34,0.8873
35,0.8871
36,0.8886
37,0.8877
38,0.8886
39,0.8886
40,0.8886
41,0.8887
42,0.8889
43,0.8885
44,0.8876
45,0.8885
46,0.8889
47,0.889
48,0.8888
49,0.8886
50,0.8882
