Round,Accuracy
0,0.1
1,0.2223
2,0.3465
3,0.3834
4,0.3974
5,0.3988
6,0.3925
7,0.3852
8,0.3801
9,0.3783
10,0.3749
11,0.3734
12,0.3727
13,0.3733
14,0.3691
15,0.3683
16,0.366
17,0.3677
18,0.3655
19,0.3663
20,0.3647
21,0.3611
22,0.3635
23,0.3611
24,0.3623
25,0.3601
26,0.3633
27,0.3611
28,0.3609
29,0.3612
30,0.3602
31,0.3612
32,0.359
33,0.3593
34,0.3595
35,0.3603
36,0.3583
37,0.3592
38,0.3596
39,0.3588
40,0.3589
41,0.356
42,0.3585
43,0.3565
44,0.3571
45,0.3576
46,0.3576
47,0.3563
48,0.3564
49,0.3554
50,0.3565
