Round,Accuracy
0,0.097
1,0.3207
2,0.8276
3,0.8561
4,0.8652
5,0.8688
6,0.8726
7,0.8756
8,0.8782
9,0.8796
10,0.8823
11,0.8817
12,0.882
13,0.8836
14,0.884
15,0.8821
16,0.8835
17,0.8842
18,0.8853
19,0.884
20,0.8843
21,0.885
22,0.8848
23,0.8852
24,0.8853
25,0.8854
26,0.8851
27,0.8831
28,0.8849
29,0.885
30,0.8843
31,0.8843
32,0.8847
33,0.8859
34,0.8857
35,0.885
36,0.8846
37,0.884
38,0.8841
39,0.8849
40,0.8853
41,0.8842
42,0.8848
43,0.8844
44,0.884
45,0.8845
46,0.8844
47,0.8845
48,0.8842
49,0.8836
50,0.884
