Round,Accuracy
0,0.0914
1,0.2157
2,0.1449
3,0.4822
4,0.4822
5,0.4822
6,0.4822
7,0.4822
8,0.4822
9,0.4822
10,0.4822
11,0.4841
12,0.4845
13,0.4832
14,0.4822
15,0.4845
16,0.4966
17,0.4966
18,0.4978
19,0.4983
20,0.4955
21,0.4895
22,0.4819
23,0.4837
24,0.4972
25,0.4938
26,0.4972
27,0.4931
28,0.492
29,0.4923
30,0.4916
31,0.4927
32,0.4843
33,0.4886
34,0.4929
35,0.4933
36,0.4875
37,0.4884
38,0.4905
39,0.4903
40,0.4948
41,0.4983
42,0.4914
43,0.489
44,0.4925
45,0.4886
46,0.4916
47,0.4931
48,0.4895
49,0.4914
50,0.4955
