Round,Accuracy
0,0.0
1,0.5441
2,0.5843
3,0.5852
4,0.5826
5,0.5897
6,0.5852
7,0.5822
8,0.5791
9,0.5763
10,0.5867
11,0.5822
12,0.5877
13,0.5828
14,0.5886
15,0.5873
16,0.5895
17,0.5929
18,0.5901
19,0.5951
20,0.5899
21,0.5933
22,0.5869
23,0.591
24,0.5925
25,0.5895
26,0.5948
27,0.5966
28,0.5942
29,0.5901
30,0.589
31,0.5925
32,0.5927
33,0.589
34,0.5869
35,0.5899
36,0.5884
37,0.5892
38,0.589
39,0.5923
40,0.5871
41,0.5854
42,0.5873
43,0.5849
44,0.5873
45,0.5903
46,0.5912
47,0.5931
48,0.5897
49,0.5903
50,0.5918
