Round,Avg Accuracy,Std Accuracy
0,0.0995,0.0008
1,0.2268,0.0173
2,0.2976,0.0136
3,0.3665,0.0076
4,0.4211,0.0118
5,0.4507,0.0106
6,0.4733,0.0088
7,0.4943,0.0087
8,0.5156,0.0097
9,0.5235,0.0111
10,0.5386,0.0080
11,0.5470,0.0136
12,0.5559,0.0163
13,0.5592,0.0100
14,0.5650,0.0148
15,0.5710,0.0074
16,0.5738,0.0139
17,0.5774,0.0167
18,0.5784,0.0103
19,0.5846,0.0186
20,0.5887,0.0049
21,0.5910,0.0150
22,0.5935,0.0134
23,0.5985,0.0152
24,0.6042,0.0113
25,0.6011,0.0156
26,0.6045,0.0123
27,0.6062,0.0108
28,0.6068,0.0157
29,0.6083,0.0105
30,0.6103,0.0124
31,0.6058,0.0122
32,0.6128,0.0150
33,0.6101,0.0124
34,0.6128,0.0120
35,0.6111,0.0141
36,0.6120,0.0107
37,0.6140,0.0098
38,0.6105,0.0099
39,0.6150,0.0125
40,0.6144,0.0113
41,0.6132,0.0128
42,0.6160,0.0123
43,0.6151,0.0127
44,0.6134,0.0127
45,0.6123,0.0152
46,0.6201,0.0132
47,0.6170,0.0166
48,0.6202,0.0074
49,0.6150,0.0113
50,0.6170,0.0151
