Round,Avg Accuracy,Std Accuracy
0,0.1079,0.0052
1,0.5763,0.0179
2,0.8075,0.0162
3,0.8623,0.0103
4,0.9089,0.0057
5,0.9390,0.0033
6,0.9575,0.0019
7,0.9670,0.0014
8,0.9718,0.0010
9,0.9752,0.0005
10,0.9777,0.0008
11,0.9792,0.0006
12,0.9806,0.0008
13,0.9806,0.0021
14,0.9821,0.0013
15,0.9829,0.0011
16,0.9834,0.0010
17,0.9835,0.0008
18,0.9842,0.0007
19,0.9847,0.0007
20,0.9851,0.0009
21,0.9853,0.0007
22,0.9856,0.0006
23,0.9857,0.0007
24,0.9857,0.0007
25,0.9859,0.0007
26,0.9864,0.0005
27,0.9863,0.0004
28,0.9866,0.0003
29,0.9866,0.0003
30,0.9867,0.0005
31,0.9869,0.0008
32,0.9872,0.0006
33,0.9872,0.0008
34,0.9871,0.0007
35,0.9874,0.0008
36,0.9877,0.0006
37,0.9878,0.0006
38,0.9880,0.0006
39,0.9879,0.0005
40,0.9884,0.0005
41,0.9883,0.0005
42,0.9882,0.0005
43,0.9883,0.0007
44,0.9885,0.0007
45,0.9886,0.0007
46,0.9884,0.0007
47,0.9884,0.0007
48,0.9882,0.0007
49,0.9885,0.0006
50,0.9885,0.0005
