Round,Avg Accuracy,Std Accuracy
0,0.0930,0.0137
1,0.7131,0.0075
2,0.9402,0.0061
3,0.9684,0.0024
4,0.9785,0.0013
5,0.9814,0.0004
6,0.9816,0.0017
7,0.9834,0.0011
8,0.9844,0.0011
9,0.9853,0.0008
10,0.9754,0.0143
11,0.9856,0.0004
12,0.9864,0.0003
13,0.9868,0.0002
14,0.9868,0.0004
15,0.9868,0.0003
16,0.9871,0.0003
17,0.9870,0.0003
18,0.9875,0.0003
19,0.9876,0.0003
20,0.9877,0.0001
21,0.9880,0.0004
22,0.9878,0.0001
23,0.9871,0.0004
24,0.9875,0.0003
25,0.9883,0.0002
26,0.9881,0.0002
27,0.9882,0.0001
28,0.9885,0.0007
29,0.9885,0.0003
30,0.9882,0.0005
31,0.9885,0.0002
32,0.9886,0.0002
33,0.9885,0.0003
34,0.9887,0.0000
35,0.9886,0.0003
36,0.9885,0.0006
37,0.9884,0.0003
38,0.9889,0.0004
39,0.9889,0.0008
40,0.9887,0.0005
41,0.9892,0.0008
42,0.9887,0.0002
43,0.9890,0.0005
44,0.9889,0.0004
45,0.9891,0.0008
46,0.9890,0.0005
47,0.9889,0.0005
48,0.9890,0.0004
49,0.9891,0.0004
50,0.9891,0.0003
