Round,Avg Accuracy,Std Accuracy
0,0.0942,0.0158
1,0.3409,0.0461
2,0.7703,0.0198
3,0.8300,0.0140
4,0.8656,0.0098
5,0.9078,0.0144
6,0.9396,0.0112
7,0.9623,0.0072
8,0.9743,0.0023
9,0.9801,0.0010
10,0.9819,0.0019
11,0.9822,0.0017
12,0.9814,0.0010
13,0.9811,0.0012
14,0.9811,0.0011
15,0.9815,0.0013
16,0.9823,0.0012
17,0.9828,0.0008
18,0.9831,0.0011
19,0.9835,0.0012
20,0.9847,0.0010
21,0.9851,0.0009
22,0.9853,0.0009
23,0.9856,0.0007
24,0.9861,0.0003
25,0.9864,0.0003
26,0.9865,0.0004
27,0.9868,0.0003
28,0.9869,0.0006
29,0.9871,0.0005
30,0.9874,0.0005
31,0.9876,0.0004
32,0.9879,0.0003
33,0.9876,0.0001
34,0.9875,0.0003
35,0.9872,0.0003
36,0.9873,0.0004
37,0.9878,0.0004
38,0.9877,0.0007
39,0.9880,0.0007
40,0.9882,0.0007
41,0.9881,0.0008
42,0.9878,0.0009
43,0.9879,0.0009
44,0.9881,0.0009
45,0.9880,0.0011
46,0.9882,0.0007
47,0.9882,0.0006
48,0.9885,0.0007
49,0.9884,0.0007
50,0.9886,0.0006
