Round,Avg Accuracy,Std Accuracy
0,0.0904,0.0175
1,0.6673,0.0580
2,0.8710,0.0494
3,0.8745,0.0959
4,0.9472,0.0164
5,0.9591,0.0084
6,0.9713,0.0051
7,0.9730,0.0036
8,0.9738,0.0032
9,0.9735,0.0023
10,0.9775,0.0019
11,0.9804,0.0007
12,0.9806,0.0004
13,0.9818,0.0009
14,0.9822,0.0013
15,0.9809,0.0011
16,0.9803,0.0024
17,0.9811,0.0015
18,0.9828,0.0007
19,0.9817,0.0016
20,0.9824,0.0004
21,0.9829,0.0014
22,0.9825,0.0017
23,0.9813,0.0050
24,0.9769,0.0113
25,0.9777,0.0103
26,0.9815,0.0043
27,0.9818,0.0034
28,0.9820,0.0026
29,0.9836,0.0008
30,0.9838,0.0012
31,0.9829,0.0020
32,0.9815,0.0028
33,0.9819,0.0027
34,0.9816,0.0033
35,0.9831,0.0015
36,0.9843,0.0010
37,0.9850,0.0008
38,0.9847,0.0006
39,0.9846,0.0004
40,0.9844,0.0005
41,0.9841,0.0008
42,0.9850,0.0004
43,0.9858,0.0004
44,0.9855,0.0017
45,0.9848,0.0015
46,0.9844,0.0016
47,0.9843,0.0020
48,0.9852,0.0016
49,0.9854,0.0006
50,0.9846,0.0002
