Round,Accuracy
0,0.0753
1,0.7069
2,0.9442
3,0.9699
4,0.9793
5,0.9818
6,0.9839
7,0.9849
8,0.9859
9,0.9864
10,0.9551
11,0.9851
12,0.9868
13,0.9868
14,0.9874
15,0.9872
16,0.9872
17,0.9871
18,0.9878
19,0.9875
20,0.9878
21,0.9877
22,0.9879
23,0.9873
24,0.9877
25,0.9882
26,0.9878
27,0.9881
28,0.9877
29,0.9881
30,0.9888
31,0.9888
32,0.9883
33,0.9885
34,0.9887
35,0.9889
36,0.9892
37,0.9888
38,0.9891
39,0.9898
40,0.9891
41,0.9903
42,0.9886
43,0.9897
44,0.9891
45,0.9899
46,0.9897
47,0.9893
48,0.9895
49,0.9894
50,0.9896
