Round,Accuracy
0,0.0951
1,0.7236
2,0.9448
3,0.9704
4,0.9795
5,0.9814
6,0.9797
7,0.9823
8,0.9839
9,0.9845
10,0.9855
11,0.9857
12,0.9861
13,0.9866
14,0.9867
15,0.9865
16,0.9867
17,0.9866
18,0.9875
19,0.9874
20,0.9878
21,0.9877
22,0.9878
23,0.9865
24,0.9871
25,0.9886
26,0.9883
27,0.9882
28,0.9894
29,0.9889
30,0.9883
31,0.9884
32,0.9886
33,0.9888
34,0.9888
35,0.9887
36,0.9887
37,0.9884
38,0.9892
39,0.989
40,0.9891
41,0.989
42,0.989
43,0.9887
44,0.9893
45,0.9894
46,0.9889
47,0.9892
48,0.9887
49,0.9895
50,0.9889
