Round,Accuracy
0,0.1
1,0.2346
2,0.3374
3,0.3416
4,0.3614
5,0.3625
6,0.3626
7,0.3668
8,0.3669
9,0.3621
10,0.359
11,0.3627
12,0.36
13,0.3698
14,0.3668
15,0.3656
16,0.359
17,0.3603
18,0.3587
19,0.3607
20,0.3652
21,0.3647
22,0.3609
23,0.3597
24,0.3606
25,0.3526
26,0.3545
27,0.3583
28,0.3575
29,0.3574
30,0.3497
31,0.3526
32,0.352
33,0.356
34,0.3508
35,0.3515
36,0.349
37,0.3459
38,0.3509
39,0.3482
40,0.3483
41,0.3447
42,0.3507
43,0.3473
44,0.3447
45,0.3495
46,0.3435
47,0.3473
48,0.3445
49,0.3468
50,0.348
