Round,Accuracy
0,0.1
1,0.6931
2,0.7178
3,0.7947
4,0.8048
5,0.8195
6,0.8201
7,0.8248
8,0.825
9,0.8274
10,0.8286
11,0.8291
12,0.8327
13,0.836
14,0.836
15,0.8392
16,0.8395
17,0.8392
18,0.8377
19,0.8382
20,0.8417
21,0.8389
22,0.8397
23,0.8356
24,0.8371
25,0.8416
26,0.8422
27,0.8415
28,0.8398
29,0.8368
30,0.8412
31,0.8427
32,0.8428
33,0.8428
34,0.844
35,0.8464
36,0.844
37,0.846
38,0.8449
39,0.8464
40,0.8447
41,0.8486
42,0.8415
43,0.8456
44,0.8409
45,0.8433
46,0.8417
47,0.8441
48,0.8456
49,0.8452
50,0.8435
