Round,Accuracy
0,0.1039
1,0.2416
2,0.3557
3,0.3946
4,0.4038
5,0.3989
6,0.3965
7,0.3917
8,0.3892
9,0.3863
10,0.381
11,0.3806
12,0.379
13,0.3766
14,0.3764
15,0.3799
16,0.3765
17,0.3752
18,0.377
19,0.3733
20,0.3751
21,0.374
22,0.3752
23,0.372
24,0.3716
25,0.3717
26,0.3729
27,0.3698
28,0.3691
29,0.37
30,0.3711
31,0.3724
32,0.372
33,0.3706
34,0.3703
35,0.3706
36,0.3707
37,0.3688
38,0.3688
39,0.369
40,0.3681
41,0.368
42,0.3687
43,0.3698
44,0.3696
45,0.3677
46,0.3687
47,0.368
48,0.3683
49,0.3673
50,0.3787
