Round,Avg Accuracy,Std Accuracy
0,0.1045,0.0064
1,0.1415,0.0407
2,0.1147,0.0104
3,0.1492,0.0356
4,0.1598,0.0430
5,0.1690,0.0540
6,0.1732,0.0580
7,0.1625,0.0523
8,0.1662,0.0539
9,0.1760,0.0574
10,0.1810,0.0578
11,0.1929,0.0658
12,0.1974,0.0691
13,0.1997,0.0721
14,0.1961,0.0713
15,0.1898,0.0670
16,0.1890,0.0654
17,0.1912,0.0665
18,0.1951,0.0682
19,0.1938,0.0667
20,0.1904,0.0639
21,0.1999,0.0706
22,0.2066,0.0754
23,0.2077,0.0762
24,0.2145,0.0811
25,0.2154,0.0821
26,0.2161,0.0822
27,0.2145,0.0810
28,0.2093,0.0773
29,0.2070,0.0761
30,0.2032,0.0734
31,0.1996,0.0707
32,0.2028,0.0733
33,0.2084,0.0776
34,0.2197,0.0859
35,0.2244,0.0888
36,0.2282,0.0913
37,0.2313,0.0935
38,0.2277,0.0904
39,0.2236,0.0880
40,0.2220,0.0868
41,0.2217,0.0865
42,0.2170,0.0828
43,0.2194,0.0846
44,0.2222,0.0875
45,0.2225,0.0882
46,0.2244,0.0893
47,0.2304,0.0928
48,0.2377,0.0974
49,0.2391,0.0984
50,0.2310,0.0929
