Round,Accuracy
0,0.1
1,0.1
2,0.1542
3,0.2129
4,0.2201
5,0.2253
6,0.2494
7,0.2715
8,0.29
9,0.3116
10,0.3302
11,0.3392
12,0.3488
13,0.3582
14,0.3644
15,0.3647
16,0.3703
17,0.3854
18,0.3911
19,0.4034
20,0.4145
21,0.4203
22,0.4196
23,0.4255
24,0.4319
25,0.4328
26,0.4291
27,0.4322
28,0.4368
29,0.4366
30,0.4349
31,0.433
32,0.4376
33,0.4376
34,0.4381
35,0.4415
36,0.4462
37,0.4529
38,0.4586
39,0.4625
40,0.4673
41,0.4716
42,0.4707
43,0.4657
44,0.4574
45,0.4587
46,0.4605
47,0.4538
48,0.4573
49,0.4656
50,0.4704
