Round,Avg Accuracy,Std Accuracy
0,0.0999,0.0000
1,0.1001,0.0000
2,0.2275,0.0000
3,0.3006,0.0000
4,0.3043,0.0000
5,0.3099,0.0000
6,0.2982,0.0000
7,0.2965,0.0000
8,0.3087,0.0000
9,0.3071,0.0000
10,0.3049,0.0000
11,0.3038,0.0000
12,0.3050,0.0000
13,0.3030,0.0000
14,0.3021,0.0000
15,0.3037,0.0000
16,0.3013,0.0000
17,0.2727,0.0000
18,0.2972,0.0000
19,0.3043,0.0000
20,0.3016,0.0000
21,0.3080,0.0000
22,0.3022,0.0000
23,0.3055,0.0000
24,0.3075,0.0000
25,0.3068,0.0000
26,0.3047,0.0000
27,0.3070,0.0000
28,0.3032,0.0000
29,0.3048,0.0000
30,0.3067,0.0000
31,0.3075,0.0000
32,0.3012,0.0000
33,0.3067,0.0000
34,0.3064,0.0000
35,0.3040,0.0000
36,0.3083,0.0000
37,0.3104,0.0000
38,0.3102,0.0000
39,0.3071,0.0000
40,0.3023,0.0000
41,0.3060,0.0000
42,0.3087,0.0000
43,0.3102,0.0000
44,0.3112,0.0000
45,0.3110,0.0000
46,0.3100,0.0000
47,0.3084,0.0000
48,0.3103,0.0000
49,0.3122,0.0000
50,0.3124,0.0000
