Round,Avg Accuracy,Std Accuracy
0,0.1011,0.0014
1,0.2817,0.0055
2,0.2992,0.0230
3,0.3159,0.0144
4,0.4041,0.0706
5,0.4131,0.0596
6,0.5414,0.0460
7,0.4935,0.0997
8,0.5957,0.0438
9,0.5505,0.0793
10,0.6290,0.0414
11,0.6151,0.0431
12,0.6782,0.0316
13,0.6539,0.0302
14,0.6897,0.0239
15,0.6714,0.0405
16,0.7087,0.0327
17,0.6920,0.0310
18,0.6967,0.0318
19,0.6833,0.0350
20,0.7015,0.0157
21,0.6820,0.0278
22,0.7180,0.0166
23,0.7025,0.0158
24,0.7023,0.0230
25,0.7068,0.0413
26,0.7137,0.0392
27,0.7199,0.0427
28,0.7289,0.0309
29,0.7378,0.0198
30,0.7246,0.0205
31,0.7605,0.0112
32,0.7450,0.0173
33,0.7641,0.0124
34,0.7570,0.0170
35,0.7697,0.0086
36,0.7626,0.0036
37,0.7828,0.0050
38,0.7605,0.0049
39,0.7751,0.0027
40,0.7651,0.0075
41,0.7815,0.0063
42,0.7700,0.0092
43,0.7693,0.0112
44,0.7501,0.0295
45,0.7621,0.0367
46,0.7389,0.0428
47,0.7656,0.0300
48,0.7709,0.0060
49,0.7727,0.0233
50,0.7576,0.0394
