Round,Avg Accuracy,Std Accuracy
0,0.1000,0.0000
1,0.1824,0.0339
2,0.1548,0.0430
3,0.2017,0.0017
4,0.2559,0.0282
5,0.3453,0.0281
6,0.4460,0.0205
7,0.4349,0.0461
8,0.5479,0.0358
9,0.5075,0.0178
10,0.6050,0.0292
11,0.5675,0.0120
12,0.6339,0.0332
13,0.6051,0.0214
14,0.6536,0.0262
15,0.6183,0.0136
16,0.6626,0.0216
17,0.6299,0.0266
18,0.6689,0.0196
19,0.6446,0.0180
20,0.6678,0.0122
21,0.6433,0.0163
22,0.6664,0.0058
23,0.6525,0.0100
24,0.6611,0.0059
25,0.6451,0.0045
26,0.6622,0.0074
27,0.6545,0.0163
28,0.6629,0.0222
29,0.6517,0.0196
30,0.6635,0.0225
31,0.6367,0.0179
32,0.6648,0.0308
33,0.6153,0.0517
34,0.6617,0.0298
35,0.6530,0.0278
36,0.6832,0.0305
37,0.6591,0.0265
38,0.6831,0.0320
39,0.6488,0.0239
40,0.6681,0.0342
41,0.6451,0.0426
42,0.6762,0.0303
43,0.6464,0.0487
44,0.6722,0.0277
45,0.6412,0.0507
46,0.6798,0.0393
47,0.6607,0.0358
48,0.6656,0.0223
49,0.6420,0.0298
50,0.6777,0.0261
