Round,Avg Accuracy,Std Accuracy
0,0.0998,0.0000
1,0.2005,0.0000
2,0.3215,0.0000
3,0.4317,0.0000
4,0.5233,0.0000
5,0.6211,0.0000
6,0.6271,0.0000
7,0.6592,0.0000
8,0.6693,0.0000
9,0.6843,0.0000
10,0.6584,0.0000
11,0.6560,0.0000
12,0.5067,0.0000
13,0.5988,0.0000
14,0.6099,0.0000
15,0.6975,0.0000
16,0.6652,0.0000
17,0.7040,0.0000
18,0.6783,0.0000
19,0.7095,0.0000
20,0.7157,0.0000
21,0.7308,0.0000
22,0.7113,0.0000
23,0.7403,0.0000
24,0.7189,0.0000
25,0.7477,0.0000
26,0.7415,0.0000
27,0.7718,0.0000
28,0.7308,0.0000
29,0.7683,0.0000
30,0.7404,0.0000
31,0.7734,0.0000
32,0.7599,0.0000
33,0.7878,0.0000
34,0.7686,0.0000
35,0.7764,0.0000
36,0.7572,0.0000
37,0.7611,0.0000
38,0.7720,0.0000
39,0.7796,0.0000
40,0.7605,0.0000
41,0.7907,0.0000
42,0.7768,0.0000
43,0.7902,0.0000
44,0.7678,0.0000
45,0.8035,0.0000
46,0.7668,0.0000
47,0.7847,0.0000
48,0.7366,0.0000
49,0.7968,0.0000
50,0.7648,0.0000
