Round,Accuracy
0,0.7623
1,0.8578
2,0.8555
3,0.8477
4,0.8478
5,0.8495
6,0.85
7,0.8492
8,0.8462
9,0.8505
10,0.8497
11,0.8505
12,0.8469
13,0.8469
14,0.848
15,0.8466
16,0.8445
17,0.8475
18,0.8451
19,0.8477
20,0.8492
21,0.8474
22,0.846
23,0.8468
24,0.8455
25,0.8446
26,0.8429
27,0.8434
28,0.8434
29,0.8455
30,0.8445
31,0.8451
32,0.8445
33,0.8423
34,0.8411
35,0.844
36,0.8415
37,0.8403
38,0.8408
39,0.8417
40,0.8431
41,0.8417
42,0.8405
43,0.8409
44,0.8423
45,0.8423
46,0.8415
47,0.8425
48,0.8435
49,0.8409
50,0.8406
