Round,Avg Accuracy,Std Accuracy
0,0.0851,0.0278
1,0.9760,0.0017
2,0.9857,0.0003
3,0.9878,0.0004
4,0.9893,0.0004
5,0.9900,0.0004
6,0.9905,0.0004
7,0.9913,0.0002
8,0.9913,0.0001
9,0.9915,0.0002
10,0.9916,0.0003
11,0.9919,0.0002
12,0.9918,0.0002
13,0.9923,0.0001
14,0.9922,0.0002
15,0.9922,0.0005
16,0.9924,0.0001
17,0.9927,0.0001
18,0.9926,0.0001
19,0.9925,0.0003
20,0.9921,0.0002
21,0.9926,0.0003
22,0.9924,0.0005
23,0.9925,0.0002
24,0.9925,0.0003
25,0.9926,0.0004
26,0.9924,0.0004
27,0.9923,0.0003
28,0.9925,0.0000
29,0.9924,0.0002
30,0.9925,0.0002
31,0.9927,0.0002
32,0.9924,0.0001
33,0.9927,0.0004
34,0.9929,0.0004
35,0.9923,0.0002
36,0.9926,0.0004
37,0.9929,0.0001
38,0.9930,0.0001
39,0.9928,0.0003
40,0.9926,0.0001
41,0.9927,0.0001
42,0.9925,0.0002
43,0.9929,0.0004
44,0.9923,0.0005
45,0.9927,0.0003
46,0.9927,0.0004
47,0.9929,0.0001
48,0.9923,0.0005
49,0.9925,0.0001
50,0.9928,0.0002
