Round,Avg Accuracy,Std Accuracy
0,0.1129,0.0319
1,0.8882,0.0167
2,0.9672,0.0019
3,0.9777,0.0002
4,0.9820,0.0005
5,0.9849,0.0005
6,0.9861,0.0002
7,0.9874,0.0009
8,0.9883,0.0005
9,0.9888,0.0002
10,0.9892,0.0003
11,0.9896,0.0006
12,0.9900,0.0004
13,0.9904,0.0004
14,0.9906,0.0006
15,0.9910,0.0006
16,0.9911,0.0008
17,0.9913,0.0007
18,0.9913,0.0006
19,0.9915,0.0003
20,0.9914,0.0007
21,0.9914,0.0007
22,0.9914,0.0008
23,0.9916,0.0008
24,0.9917,0.0009
25,0.9918,0.0009
26,0.9919,0.0009
27,0.9919,0.0009
28,0.9918,0.0007
29,0.9919,0.0010
30,0.9920,0.0012
31,0.9920,0.0008
32,0.9920,0.0007
33,0.9920,0.0009
34,0.9922,0.0009
35,0.9922,0.0007
36,0.9921,0.0009
37,0.9921,0.0007
38,0.9924,0.0007
39,0.9924,0.0006
40,0.9923,0.0008
41,0.9921,0.0008
42,0.9925,0.0009
43,0.9924,0.0008
44,0.9922,0.0006
45,0.9924,0.0007
46,0.9923,0.0007
47,0.9923,0.0006
48,0.9924,0.0007
49,0.9923,0.0006
50,0.9923,0.0007
