Round,Avg Accuracy,Std Accuracy
0,0.1160,0.0285
1,0.9749,0.0021
2,0.9836,0.0018
3,0.9877,0.0010
4,0.9890,0.0010
5,0.9898,0.0008
6,0.9903,0.0008
7,0.9909,0.0003
8,0.9906,0.0003
9,0.9910,0.0005
10,0.9910,0.0005
11,0.9914,0.0007
12,0.9908,0.0002
13,0.9914,0.0001
14,0.9918,0.0002
15,0.9921,0.0002
16,0.9917,0.0002
17,0.9917,0.0005
18,0.9918,0.0003
19,0.9921,0.0005
20,0.9921,0.0004
21,0.9920,0.0005
22,0.9922,0.0003
23,0.9924,0.0002
24,0.9923,0.0004
25,0.9924,0.0001
26,0.9923,0.0003
27,0.9922,0.0001
28,0.9921,0.0003
29,0.9922,0.0002
30,0.9922,0.0003
31,0.9923,0.0002
32,0.9925,0.0001
33,0.9924,0.0003
34,0.9924,0.0004
35,0.9923,0.0000
36,0.9919,0.0002
37,0.9920,0.0004
38,0.9926,0.0003
39,0.9923,0.0007
40,0.9925,0.0003
41,0.9926,0.0001
42,0.9925,0.0001
43,0.9923,0.0001
44,0.9923,0.0002
45,0.9923,0.0005
46,0.9924,0.0001
47,0.9925,0.0003
48,0.9923,0.0001
49,0.9924,0.0009
50,0.9926,0.0006
