Round,Avg Accuracy,Std Accuracy
0,0.0894,0.0062
1,0.8268,0.0436
2,0.9602,0.0019
3,0.9810,0.0018
4,0.9752,0.0062
5,0.9806,0.0014
6,0.9852,0.0004
7,0.9861,0.0004
8,0.9870,0.0012
9,0.9873,0.0007
10,0.9868,0.0005
11,0.9870,0.0012
12,0.9883,0.0010
13,0.9879,0.0003
14,0.9883,0.0003
15,0.9888,0.0005
16,0.9892,0.0003
17,0.9891,0.0005
18,0.9894,0.0006
19,0.9890,0.0009
20,0.9891,0.0003
21,0.9892,0.0003
22,0.9892,0.0007
23,0.9897,0.0002
24,0.9901,0.0001
25,0.9897,0.0007
26,0.9899,0.0009
27,0.9905,0.0010
28,0.9901,0.0009
29,0.9899,0.0003
30,0.9896,0.0004
31,0.9896,0.0005
32,0.9899,0.0004
33,0.9900,0.0003
34,0.9898,0.0008
35,0.9903,0.0006
36,0.9901,0.0006
37,0.9901,0.0007
38,0.9900,0.0003
39,0.9899,0.0003
40,0.9897,0.0007
41,0.9897,0.0008
42,0.9902,0.0008
43,0.9907,0.0007
44,0.9908,0.0005
45,0.9903,0.0007
46,0.9902,0.0002
47,0.9901,0.0003
48,0.9907,0.0004
49,0.9907,0.0004
50,0.9905,0.0009
