Round,Accuracy
0,0.0776
1,0.2108
2,0.4931
3,0.5426
4,0.5546
5,0.5431
6,0.5578
7,0.5509
8,0.5526
9,0.5501
10,0.5545
11,0.5544
12,0.5531
13,0.5537
14,0.5569
15,0.5474
16,0.5461
17,0.5525
18,0.5502
19,0.552
20,0.549
21,0.5491
22,0.547
23,0.5469
24,0.5422
25,0.5453
26,0.5445
27,0.5411
28,0.5422
29,0.5409
30,0.5348
31,0.5406
32,0.5358
33,0.5463
34,0.5477
35,0.5464
36,0.5463
37,0.5385
38,0.5412
39,0.5313
40,0.529
41,0.533
42,0.5302
43,0.5257
44,0.5269
45,0.5189
46,0.5146
47,0.5156
48,0.4957
49,0.5033
50,0.5015
