Round,Accuracy
0,0.7649
1,0.8561
2,0.8572
3,0.8474
4,0.8446
5,0.8402
6,0.8452
7,0.8386
8,0.8422
9,0.8408
10,0.8403
11,0.8406
12,0.8392
13,0.8425
14,0.8451
15,0.8454
16,0.8419
17,0.8417
18,0.8434
19,0.8466
20,0.8437
21,0.8432
22,0.8392
23,0.8412
24,0.8406
25,0.8431
26,0.8377
27,0.84
28,0.8382
29,0.8426
30,0.8386
31,0.8399
32,0.8392
33,0.8399
34,0.8383
35,0.8426
36,0.8403
37,0.8388
38,0.8426
39,0.84
40,0.8392
41,0.8399
42,0.8371
43,0.8376
44,0.8357
45,0.8385
46,0.8389
47,0.8363
48,0.8362
49,0.8354
50,0.8346
