Round,Accuracy
0,0.0975
1,0.1395
2,0.1655
3,0.2576
4,0.3645
5,0.414
6,0.441
7,0.461
8,0.4755
9,0.4853
10,0.492
11,0.4955
12,0.4955
13,0.4954
14,0.4981
15,0.4936
16,0.4938
17,0.4965
18,0.4947
19,0.496
20,0.4984
21,0.5005
22,0.5023
23,0.5106
24,0.5153
25,0.5172
26,0.522
27,0.5267
28,0.5323
29,0.5387
30,0.5454
31,0.5533
32,0.5589
33,0.5639
34,0.571
35,0.5773
36,0.5853
37,0.5944
38,0.6004
39,0.608
40,0.6146
41,0.6217
42,0.6294
43,0.6312
44,0.6371
45,0.6413
46,0.6479
47,0.6542
48,0.6584
49,0.6638
50,0.6677
