Round,Accuracy
0,0.1046
1,0.2194
2,0.3272
3,0.3894
4,0.4194
5,0.4376
6,0.4636
7,0.4828
8,0.4945
9,0.4989
10,0.5073
11,0.5134
12,0.5154
13,0.5204
14,0.5279
15,0.533
16,0.5389
17,0.5476
18,0.5581
19,0.5675
20,0.5809
21,0.5907
22,0.604
23,0.6169
24,0.6263
25,0.6315
26,0.6356
27,0.6407
28,0.6442
29,0.6476
30,0.6482
31,0.6509
32,0.6526
33,0.6533
34,0.6543
35,0.6568
36,0.6582
37,0.6596
38,0.6639
39,0.6654
40,0.6654
41,0.6691
42,0.671
43,0.6726
44,0.6725
45,0.6756
46,0.6786
47,0.6783
48,0.6789
49,0.6789
50,0.6805
