Round,Accuracy
0,0.1
1,0.7839
2,0.8232
3,0.8306
4,0.8322
5,0.8387
6,0.8357
7,0.8408
8,0.8397
9,0.8391
10,0.8389
11,0.8393
12,0.8411
13,0.8385
14,0.8382
15,0.8362
16,0.8391
17,0.8382
18,0.8368
19,0.8386
20,0.8382
21,0.8418
22,0.8378
23,0.8414
24,0.8394
25,0.8416
26,0.8384
27,0.8399
28,0.8396
29,0.8412
30,0.8428
31,0.8387
32,0.8398
33,0.8411
34,0.8397
35,0.8416
36,0.8397
37,0.8389
38,0.8386
39,0.8407
40,0.8412
41,0.8425
42,0.8396
43,0.8409
44,0.8419
45,0.8388
46,0.8396
47,0.8398
48,0.8391
49,0.8431
50,0.8425
