Round,Accuracy
0,0.7649
1,0.7649
2,0.7649
3,0.7649
4,0.2251
5,0.7649
6,0.7649
7,0.7649
8,0.7649
9,0.7649
10,0.2231
11,0.7649
12,0.7649
13,0.7649
14,0.7649
15,0.7691
16,0.7812
17,0.5612
18,0.7841
19,0.7748
20,0.7748
21,0.7792
22,0.7952
23,0.8254
24,0.8296
25,0.8337
26,0.7823
27,0.8007
28,0.8386
29,0.8535
30,0.8081
31,0.831
32,0.8417
33,0.8475
34,0.8442
35,0.8399
36,0.8497
37,0.8442
38,0.8488
39,0.8454
40,0.8491
41,0.8477
42,0.8495
43,0.8474
44,0.8501
45,0.8528
46,0.8491
47,0.8443
48,0.8523
49,0.8518
50,0.8534
