Round,Accuracy
0,0.1
1,0.3569
2,0.4175
3,0.4405
4,0.4463
5,0.4432
6,0.4376
7,0.4367
8,0.4343
9,0.4305
10,0.4291
11,0.4273
12,0.4263
13,0.4226
14,0.4216
15,0.4202
16,0.4199
17,0.4196
18,0.4171
19,0.4164
20,0.4154
21,0.4164
22,0.4164
23,0.4137
24,0.4146
25,0.413
26,0.413
27,0.4116
28,0.4125
29,0.4097
30,0.4107
31,0.4103
32,0.4124
33,0.41
34,0.4093
35,0.4097
36,0.4087
37,0.407
38,0.4082
39,0.4068
40,0.4068
41,0.4065
42,0.4065
43,0.4035
44,0.4068
45,0.4058
46,0.4035
47,0.4062
48,0.4042
49,0.4034
50,0.4042
