Round,Accuracy
0,0.098
1,0.9747
2,0.9787
3,0.9854
4,0.9867
5,0.9878
6,0.9884
7,0.9896
8,0.9897
9,0.9902
10,0.9904
11,0.9906
12,0.991
13,0.9909
14,0.9907
15,0.9911
16,0.9908
17,0.9911
18,0.9909
19,0.9911
20,0.9912
21,0.9912
22,0.9914
23,0.9913
24,0.9912
25,0.9912
26,0.9913
27,0.9914
28,0.9914
29,0.9916
30,0.9917
31,0.9917
32,0.9919
33,0.992
34,0.9922
35,0.9923
36,0.9919
37,0.992
38,0.992
39,0.9919
40,0.9916
41,0.9918
42,0.992
43,0.9923
44,0.9921
45,0.9923
46,0.9926
47,0.9926
48,0.9923
49,0.9919
50,0.9917
