Round,Accuracy
0,0.0991
1,0.3212
2,0.5102
3,0.5732
4,0.6007
5,0.617
6,0.6318
7,0.645
8,0.6567
9,0.661
10,0.6632
11,0.6685
12,0.6727
13,0.672
14,0.6806
15,0.6822
16,0.6854
17,0.6887
18,0.6935
19,0.6942
20,0.6983
21,0.6965
22,0.7028
23,0.7001
24,0.704
25,0.7045
26,0.7064
27,0.709
28,0.7106
29,0.707
30,0.7111
31,0.7101
32,0.7089
33,0.7141
34,0.7116
35,0.7182
36,0.7155
37,0.7166
38,0.7143
39,0.7169
40,0.7145
41,0.7185
42,0.7213
43,0.7211
44,0.7216
45,0.7187
46,0.7164
47,0.7179
48,0.717
49,0.7218
50,0.7235
