Round,Avg Accuracy,Std Accuracy
0,0.1075,0.0000
1,0.4838,0.0000
2,0.5450,0.0000
3,0.5675,0.0000
4,0.5750,0.0000
5,0.5821,0.0000
6,0.5911,0.0000
7,0.5940,0.0000
8,0.6032,0.0000
9,0.6045,0.0000
10,0.6070,0.0000
11,0.6094,0.0000
12,0.6152,0.0000
13,0.6150,0.0000
14,0.6142,0.0000
15,0.6192,0.0000
16,0.6195,0.0000
17,0.6152,0.0000
18,0.6123,0.0000
19,0.6238,0.0000
20,0.6255,0.0000
21,0.6257,0.0000
22,0.6266,0.0000
23,0.6271,0.0000
24,0.6293,0.0000
25,0.6252,0.0000
26,0.6258,0.0000
27,0.6277,0.0000
28,0.6281,0.0000
29,0.6322,0.0000
30,0.6310,0.0000
31,0.6271,0.0000
32,0.6314,0.0000
33,0.6304,0.0000
34,0.6261,0.0000
35,0.6294,0.0000
36,0.6339,0.0000
37,0.6398,0.0000
38,0.6319,0.0000
39,0.6311,0.0000
40,0.6347,0.0000
41,0.6348,0.0000
42,0.6323,0.0000
43,0.6326,0.0000
44,0.6348,0.0000
45,0.6294,0.0000
46,0.6281,0.0000
47,0.6348,0.0000
48,0.6278,0.0000
49,0.6253,0.0000
50,0.6331,0.0000
