Round,Avg Accuracy,Std Accuracy
0,0.1102,0.0103
1,0.4363,0.0055
2,0.5068,0.0046
3,0.5363,0.0060
4,0.5553,0.0024
5,0.5683,0.0024
6,0.5732,0.0036
7,0.5848,0.0031
8,0.5909,0.0016
9,0.5938,0.0025
10,0.6003,0.0024
11,0.5993,0.0024
12,0.6028,0.0006
13,0.6050,0.0020
14,0.6091,0.0008
15,0.6135,0.0008
16,0.6137,0.0041
17,0.6139,0.0036
18,0.6195,0.0028
19,0.6165,0.0055
20,0.6199,0.0034
21,0.6197,0.0037
22,0.6217,0.0062
23,0.6241,0.0039
24,0.6245,0.0041
25,0.6253,0.0037
26,0.6294,0.0079
27,0.6266,0.0089
28,0.6283,0.0048
29,0.6295,0.0051
30,0.6292,0.0047
31,0.6277,0.0051
32,0.6295,0.0067
33,0.6293,0.0065
34,0.6329,0.0055
35,0.6318,0.0074
36,0.6292,0.0084
37,0.6314,0.0067
38,0.6364,0.0068
39,0.6325,0.0073
40,0.6321,0.0071
41,0.6353,0.0096
42,0.6378,0.0074
43,0.6359,0.0057
44,0.6329,0.0068
45,0.6316,0.0069
46,0.6334,0.0098
47,0.6330,0.0078
48,0.6338,0.0070
49,0.6376,0.0095
50,0.6316,0.0113
