Round,Avg Accuracy,Std Accuracy
0,0.1011,0.0000
1,0.4303,0.0053
2,0.5073,0.0029
3,0.5444,0.0043
4,0.5638,0.0017
5,0.5741,0.0024
6,0.5859,0.0023
7,0.5891,0.0010
8,0.5969,0.0062
9,0.6038,0.0024
10,0.6041,0.0002
11,0.6066,0.0004
12,0.6106,0.0012
13,0.6128,0.0021
14,0.6168,0.0014
15,0.6193,0.0001
16,0.6256,0.0021
17,0.6229,0.0032
18,0.6253,0.0028
19,0.6256,0.0044
20,0.6285,0.0012
21,0.6313,0.0002
22,0.6313,0.0029
23,0.6309,0.0009
24,0.6327,0.0000
25,0.6298,0.0029
26,0.6323,0.0021
27,0.6345,0.0015
28,0.6373,0.0018
29,0.6393,0.0016
30,0.6361,0.0027
31,0.6349,0.0001
32,0.6355,0.0024
33,0.6389,0.0044
34,0.6368,0.0006
35,0.6369,0.0003
36,0.6413,0.0008
37,0.6370,0.0042
38,0.6396,0.0001
39,0.6369,0.0043
40,0.6370,0.0009
41,0.6383,0.0008
42,0.6368,0.0008
43,0.6413,0.0031
44,0.6423,0.0017
45,0.6365,0.0007
46,0.6395,0.0017
47,0.6391,0.0008
48,0.6410,0.0029
49,0.6361,0.0004
50,0.6402,0.0008
