Round,Avg Accuracy,Std Accuracy
0,0.1009,0.0013
1,0.1484,0.0199
2,0.3055,0.0228
3,0.3934,0.0079
4,0.4389,0.0012
5,0.4640,0.0062
6,0.4776,0.0100
7,0.4907,0.0099
8,0.5026,0.0081
9,0.5118,0.0055
10,0.5177,0.0013
11,0.5253,0.0036
12,0.5331,0.0078
13,0.5383,0.0080
14,0.5418,0.0085
15,0.5455,0.0092
16,0.5497,0.0091
17,0.5528,0.0070
18,0.5557,0.0067
19,0.5590,0.0090
20,0.5627,0.0117
21,0.5663,0.0142
22,0.5729,0.0132
23,0.5774,0.0122
24,0.5822,0.0112
25,0.5871,0.0101
26,0.5923,0.0085
27,0.5968,0.0061
28,0.6005,0.0066
29,0.6028,0.0062
30,0.6055,0.0050
31,0.6074,0.0052
32,0.6098,0.0059
33,0.6114,0.0044
34,0.6122,0.0047
35,0.6130,0.0048
36,0.6156,0.0061
37,0.6186,0.0049
38,0.6217,0.0063
39,0.6220,0.0042
40,0.6240,0.0050
41,0.6253,0.0033
42,0.6266,0.0037
43,0.6273,0.0047
44,0.6286,0.0055
45,0.6293,0.0047
46,0.6301,0.0055
47,0.6319,0.0070
48,0.6326,0.0064
49,0.6332,0.0052
50,0.6336,0.0042
