Round,Accuracy
0,0.1
1,0.2446
2,0.2705
3,0.3094
4,0.3031
5,0.3167
6,0.3245
7,0.311
8,0.3297
9,0.3171
10,0.318
11,0.3227
12,0.3189
13,0.3272
14,0.3281
15,0.336
16,0.3229
17,0.3292
18,0.3228
19,0.3153
20,0.3324
21,0.318
22,0.321
23,0.3331
24,0.3318
25,0.3319
26,0.3342
27,0.3306
28,0.3293
29,0.3371
30,0.3293
31,0.311
32,0.3374
33,0.3313
34,0.3169
35,0.3215
36,0.3234
37,0.3282
38,0.3291
39,0.3165
40,0.3263
41,0.3227
42,0.3336
43,0.3171
44,0.3265
45,0.3318
46,0.323
47,0.3259
48,0.3205
49,0.3268
50,0.3323
