Round,Accuracy
0,0.1
1,0.1263
2,0.1921
3,0.1699
4,0.1845
5,0.1773
6,0.1958
7,0.1956
8,0.2026
9,0.1956
10,0.1978
11,0.1989
12,0.2006
13,0.2003
14,0.1994
15,0.1994
16,0.1957
17,0.2062
18,0.2026
19,0.2036
20,0.2011
21,0.1909
22,0.1903
23,0.1878
24,0.197
25,0.2002
26,0.2021
27,0.1959
28,0.1948
29,0.1884
30,0.1886
31,0.1885
32,0.1896
33,0.1891
34,0.1927
35,0.1928
36,0.1943
37,0.1944
38,0.2002
39,0.1951
40,0.1957
41,0.1831
42,0.1835
43,0.1845
44,0.1943
45,0.1888
46,0.1876
47,0.1728
48,0.1701
49,0.181
50,0.1627
